context_en;context_ru;domain;idiom_en;is_idiomatic;idiom_ru;en_idiom_structure;ru_idiom_structure;interlanguage_equivalence;translation_equivalence
The farmer brought his pig to the market.;Фермер принёс свою свинью на рынок.;edu_and_sci;bring your pigs to market;ЛОЖЬ;;;;;
Sure, she's a talented writer, but she's not disciplined enough to bring her pigs to market.;Конечно, она талантливая писательница, но ей не достаёт дисциплины, чтобы раскрыть свой потенциал.;general;bring your pigs to market;ИСТИНА;;<VERB> + PRON + NOUN + AUX + NOUN;;4;?
Your daughter got straight-A's again? Wow, she always brings her pigs to market, huh?;Ваша дочь снова оказалась круглой отличницей? Ого, она всегда выкладывается на полную, да?;general;bring your pigs to market;ИСТИНА;;<VERB> + PRON + NOUN + AUX + NOUN;;4;?
"Robb never brings his pigs to market, so I expect his latest ""brilliant invention"" will fail like all the others.";Роб ни разу не достигал успеха, поэтому я ожидаю, что его новое ?блестящее изобретение? потерпит неудачу, как и все остальные.;general;bring your pigs to market;ИСТИНА;;<VERB> + PRON + NOUN + AUX + NOUN;;4;?
When you burn the candle at both ends to get more golden eggs.;Когда в стремлении добыть побольше золотых яиц вы работаете не покладая рук.;fiction;burn the candle at both ends;ИСТИНА;не покладая рук;<VERB> + DET + NOUN + ADP + DET + NOUN;PART + <VERB> + NOUN;3;ИСТИНА
Be ready to burn the midnight oil.;Будьте готовы потрудиться ночью.;edu_and_sci;burn the midnight oil;ИСТИНА;;<VERB> + DET + NOUN + NOUN;;4;?
This will lead most people to bury their heads in the sand ? even those who have high self-esteem.;В подобных условиях большинство людей, даже обладающих высокой самооценкой, избирают страусиную политику ? прячут голову в песок.;fiction;bury your head in the sand;ИСТИНА;прятать голову в песок;<VERB> + PRON + NOUN + ADP + DET + NOUN;<VERB> + NOUN + ADP + NOUN;1;ИСТИНА
At the wrestler's own request, who produced military equipment worth about one hundred thousand earned by the sweat of his brow, the steering wheel was handed over only to the Kazakh pilot.;По собственной просьбе борца, изготовившего боевую технику на сумму около ста тысяч, заработанных в поте лица, штурвал был передан только казахскому лётчику.;mass_media;by the sweat of your brow;ИСТИНА;в поте лица;<ADP> + DET + NOUN + ADP + PRON + NOUN;ADP + <NOUN> + NOUN;2;ИСТИНА
Until the late modern era, more than 90 per cent of humans were peasants who rose each morning to till the land by the sweat of their brows.;Вплоть до недавних поколений 90% человечества составляли крестьяне, которые поднимались спозаранку и днями напролёт трудились в поте лица.;fiction;by the sweat of your brow;ИСТИНА;в поте лица;<ADP> + DET + NOUN + ADP + PRON + NOUN;ADP + <NOUN> + NOUN;2;ИСТИНА
Children died in droves, and adults ate bread by the sweat of their brows.;Дети умирали, взрослые в поте лица добывали хлеб насущный.;fiction;by the sweat of your brow;ИСТИНА;в поте лица;<ADP> + DET + NOUN + ADP + PRON + NOUN;ADP + <NOUN> + NOUN;2;ИСТИНА
Others may have equivocated, but this man called things by their proper names, a spade, a spade, and sin, sin.;Другие, возможно, уклонялись бы, но этот человек называл вещи своими именами, лопата ? лопата, а грех ? грех.;edu_and_sci;call a spade a spade;ИСТИНА;;<VERB> + DET + NOUN + DET + NOUN;;3;ЛОЖЬ
He is carrying a small can in his hand with a slot on the top, and he?s trying to convince you to contribute a few dollars to a charitable organization you?ve never heard of.;В руках у незнакомца традиционная кружка с прорезью на крышке, и он пытается убедить вас пожертвовать пару долларов благотворительной организации, о которой вы понятия не имеете.;fiction;carry the can;ЛОЖЬ;;;;;
Because the boss vanished when the police started investigating our questionable investment activity, I was left carrying the can!;Из-за того, что босс смылся, когда полиция начала расследование нашей сомнительной инвестиционной деятельности, мне пришлось за всё отвечать!;general;carry the can;ИСТИНА;;<VERB> + DET + AUX;;3;ЛОЖЬ
Joan felt she was always carrying the can for her boss's errors.;Джоан чувствовала, что постоянно отдувается за ошибки своего босса.;general;carry the can;ИСТИНА;;<VERB> + DET + AUX;;3;ЛОЖЬ
It annoys me that I was the only one who carried the can for that defeat.;Меня раздражает, что на меня повесили всех собак за это поражение.;general;carry the can;ИСТИНА;вешать всех собак;<VERB> + DET + AUX;<VERB> + DET + NOUN;3;ИСТИНА
Members of the Government clearly decided to let Lowe carry the can.;Члены правительства, очевидно, решили свалить всю ответственность на Лоу.;general;carry the can;ИСТИНА;;<VERB> + DET + AUX;;3;ЛОЖЬ
The teachers who were criticized said that they would not carry the can for the faults in the school system.;Учителя, подвергшиеся критике, заявили, что они не собираются нести ответственность за изъяны в школьной системе.;general;carry the can;ИСТИНА;;<VERB> + DET + AUX;;3;ЛОЖЬ
Cast not the first stone.;Не бросай камень первым.;general;cast the first stone;ИСТИНА;;<VERB> + DET + ADJ + NOUN;;3;ЛОЖЬ
Cast not the first stone.;Не бросай камень в чужой огород.;general;cast the first stone;ИСТИНА;бросать камень в огород;<VERB> + DET + ADJ + NOUN;<VERB> + NOUN + ADP + NOUN;3;ИСТИНА
Charity begins at home.;Своя рубаха ближе к телу.;general;charity begins at home;ИСТИНА;своя рубаха ближе к телу;NOUN + <VERB> + ADP + NOUN;DET + NOUN + <ADJ> + ADP + NOUN;3;ИСТИНА
Cats chasing their tails are very funny.;Кошки, гоняющиеся за своим хвостом, очень забавны.;edu_and_sci;chase your tail;ЛОЖЬ;;;;;
Come on, Bill, go to sleep. You're just chasing your tail at this point, but you might have a breakthrough with the research if you take a break from it.;Давай, Билл, ложись спать. Ты сейчас впустую тратишь время, но у тебя может получиться прорыв в исследовании, если ты сделаешь перерыв.;general;chase your tail;ИСТИНА;тратить время впустую;<VERB> + PRON + NOUN;<VERB> + NOUN + ADV;3;ИСТИНА
I'm trying not to chase my tail on this project, but so many components of it are just not working out.;Я стараюсь не тратить время впустую с этим проектом, но так много его компонентов просто не работают.;general;chase your tail;ИСТИНА;тратить время впустую;<VERB> + PRON + NOUN;<VERB> + NOUN + ADV;3;ИСТИНА
I'm chasing my tail trying to talk to a person at the cable company. I've been hold for an hour now!;Я трачу время впустую, пытаясь поговорить с человеком из кабельной компании. Я жду ответа уже час!;general;chase your tail;ИСТИНА;тратить время впустую;<VERB> + PRON + NOUN;<VERB> + NOUN + ADV;3;ИСТИНА
In my first month at college I was continually chasing my own tail and being late for everything.;В свой первый месяц в колледже я постоянно занимался бесполезными вещами и везде опаздывал.;general;chase your tail;ИСТИНА;;<VERB> + PRON + NOUN;;3;ЛОЖЬ
"Turkestan peasants, too, are forced to sell to speculators cheap at wholesale price; they later deliver to the shelves at the desired price.";"И туркестанские крестьяне вынуждены продавать спекулянтам дёшево по оптовой цене; они позже доставляют на полки по желаемой цене.";mass_media;cheap at the price;ЛОЖЬ;;;;;
Yes, I spent a lot of money on these fancy new skis, but they really are cheap at the price.;Да, я потратил кучу денег на эти модные новые лыжи, но они того стоят.;general;cheap at the price;ИСТИНА;стоить того;<ADJ> + ADP + DET + NOUN;<VERB> + DET;3;ИСТИНА
This rundown house in a fantastic neighborhood is cheap at the price, believe me. It's well worth investing in.;Этот ветхий дом в потрясающем районе стоит своих денег, поверьте мне. В него стоит вложиться.;general;cheap at the price;ИСТИНА;;<ADJ> + ADP + DET + NOUN;;3;ЛОЖЬ
A well-made car that will last you years and years really is cheap at the price.;Качественно сделанный автомобиль, который прослужит вам долгие годы, стоит любых вложенных в его покупку денег.;general;cheap at the price;ИСТИНА;;<ADJ> + ADP + DET + NOUN;;3;ЛОЖЬ
I know ?6 000 is a lot of money, but a great car like this is cheap at the price.;Я знаю, что 6 000 фунтов стерлингов - это большие деньги, но для такой отличной машины, как эта, это приемлемая цена.;general;cheap at the price;ИСТИНА;;<ADJ> + ADP + DET + NOUN;;3;ЛОЖЬ
There is poetic justice in the fact that a quarter of the world, and two of its seven continents, are named after a little-known Italian whose sole claim to fame is that he had the courage to say, ?We don?t know?.;Есть некоторая ирония судьбы в том факте, что четверть мира и два из его семи континентов названы в честь малоизвестного итальянца, чья единственная претензия на славу состоит в том, что у него хватило смелости сказать: ?Мы не знаем?.;fiction;claim to fame;ИСТИНА;;<VERB> + ADP + NOUN;;4;?
She got cold feet and cancelled the wedding.;Она струсила и отменила свадьбу.;edu_and_sci;cold feet;ИСТИНА;;ADJ + <NOUN>;;4;?
I thought I was getting cold feet, but then I realized I?d forgotten to put on my socks!;Я думал, что мерзну, но потом понял, что забыл надеть носки!;edu_and_sci;cold feet;ЛОЖЬ;;;;;
Of course, the goal of scammers is to deceive entrepreneurs and, having collected the amount they need, cover their tracks.;Конечно, цель мошенников ? обмануть предпринимателей и, взыскав нужную им сумму, замести следы.;mass_media;cover your tracks;ИСТИНА;замести следы;<VERB> + PRON + NOUN;<VERB> + NOUN;2;ИСТИНА
There is a good reason why so-called laziness in pronunciation is in fact tightly regulated by phonological rules, and why, as a consequence, no dialect allows its speakers to cut corners at will.;Существует веская причина того, почему так называемая леность в произношении на самом деле строго ограничена фонологическими правилами и почему, исходя из этого, ни один диалект не позволяет говорящим на нём халтурить.;fiction;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
"I am afraid that the vast majority of us, even more than ever, will want to ""cut corners"", bypassing the principles and laws of life.";Боюсь, что подавляющее большинство из нас, даже больше, чем когда-либо, захотят ?срезать углы?, минуя принципы и законы жизни.;fiction;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
"Such a robbery of a person is the result of a culture of ""cutting corners"" that does not recoup their income.";Такое ограбление человека является результатом культуры ?срезания углов?, которая не окупает их доходов.;fiction;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
"It is impossible to ""cut a corner"" in some way.";Нельзя каким-то образом ?срезать угол?.;fiction;cut corners;Ambiguous;;VERB + <NOUN>;;4;?
Don't cut corners on this project ? it has to be done thoroughly, no matter the cost.;Не экономьте силы на этом проекте ? он должен быть выполнен тщательно, чего бы это ни стоило.;general;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
You're the company's safety supervisor ? you can't cut corners on expensive safety equipment!;Вы отвечаете в компании за безопасность ? вы не можете экономить на дорогостоящем страховочном оборудовании!;general;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
I won't cut corners just to save money. I put quality first.;Я не стану экономить только ради денег. Качество для меня превыше всего.;general;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
Don't try to cut corners as you'll only be making work for yourself later on.;Не халатничайте, так вы только создаёте себе больше работы.;general;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
He accused the Home Office of trying to save money by cutting corners on security.;Он обвинил Министерство внутренних дел в попытке сэкономить деньги, урезав расходы на безопасность.;general;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
It's precisely this sort of corner cutting that causes the problems.;Именно такая халатность и вызывает проблемы.;general;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
Don?t be tempted to cut corners when doing a home decorating job.;Не поддавайтесь искушению сэкономить силы при отделке дома.;general;cut corners;ИСТИНА;;VERB + <NOUN>;;4;?
I cut my teeth on those.;В этом деле у меня рука набита.;edu_and_sci;cut your teeth;ИСТИНА;набить руку;<VERB> + PRON + NOUN;<VERB> + NOUN;2;Partial
If it's written, I'll cut my teeth.;Если это письменно, то я об это зубы поломаю.;general;cut your teeth;ИСТИНА;поломать зубы;<VERB> + PRON + NOUN;<VERB> + NOUN;2;ИСТИНА
A diamond cuts a diamond.;Алмаз режет алмаз.;general;diamond cuts diamond;ЛОЖЬ;;;;;
A diamond cuts a diamond.;Алмаз поддаётся только алмазу.;general;diamond cuts diamond;ЛОЖЬ;;;;;
Diamond cut diamond.;Нашла коса на камень.;general;diamond cuts diamond;ИСТИНА;нашла коса на камень;NOUN + VERB + <NOUN>;<VERB> + NOUN + ADP + NOUN;3;ИСТИНА
Of course he's taking out his motorcycle in the pouring rain ? he's always dicing with death.;Конечно, он выезжает на мотоцикле в проливной дождь ? он всегда играет со смертью.;general;dice with death;ИСТИНА;играть со смертью;<VERB> + ADP + NOUN;<VERB> + ADP + NOUN;2;ИСТИНА
I would never go up in one of those tiny planes because I have no desire to dice with death!;Я бы ни за что не полетел ни на одном из этих крошечных самолетов, потому что у меня нет никакого желания играть со смертью!;general;dice with death;ИСТИНА;играть со смертью;<VERB> + ADP + NOUN;<VERB> + ADP + NOUN;2;ИСТИНА
I wasn't trying to dice with death ? I didn't know my new car handled the snow so poorly.;Я не пытался играть со смертью ? я не знал, что моя новая машина так плохо управляется на снегу.;general;dice with death;ИСТИНА;играть со смертью;<VERB> + ADP + NOUN;<VERB> + ADP + NOUN;2;ИСТИНА
Fishermen are constantly dicing with death.;Рыбаки постоянно играют со смертью.;general;dice with death;ИСТИНА;играть со смертью;<VERB> + ADP + NOUN;<VERB> + ADP + NOUN;2;ИСТИНА
I dice with death almost every night crossing the road outside Maidstone Barracks station.;Я играю со смертью почти каждую ночь, переходя дорогу возле станции Мейдстоун-Барракс.;general;dice with death;ИСТИНА;играть со смертью;<VERB> + ADP + NOUN;<VERB> + ADP + NOUN;2;ИСТИНА
Racing drivers dice with death every time they race.;Гонщики играют со смертью каждый раз, когда участвуют в гонке.;general;dice with death;ИСТИНА;играть со смертью;<VERB> + ADP + NOUN;<VERB> + ADP + NOUN;2;ИСТИНА
Discretion is the better part of valour.;благоразумие - лучшая часть доблести.;general;discretion is the better part of valour;ЛОЖЬ;;;;;
Discretion is the better part of valour.;Бережёного Бог бережёт.;general;discretion is the better part of valour;ИСТИНА;бережёного бог бережёт;NOUN + <AUX> + DET + ADJ + NOUN + ADP + NOUN;ADJ + NOUN + <VERB>;3;ИСТИНА
"This is an insidious policy that says ""divide and rule.""";Это коварная политика, говорящая ?разделяй и властвуй?.;mass_media;divide and rule;ИСТИНА;разделяй и властвуй;<VERB> + CCONJ + VERB;<VERB> + CCONJ + VERB;1;ИСТИНА
"At that time, the ""Divide and rule"" policy prevailed.";В то время господствовала политика ?Разделяй и властвуй?.;legal_docs;divide and rule;ИСТИНА;разделяй и властвуй;<VERB> + CCONJ + VERB;<VERB> + CCONJ + VERB;1;ИСТИНА
You can do bird calls very well.;Вы можете очень хорошо издавать птичьи крики.;edu_and_sci;do bird;ЛОЖЬ;;;;;
Okay, back to the original question: what do birds and bees and fleas probably do not do except fall in love, which is what Porter made them famous for in his song?;Ладно, вернёмся к первоначальному вопросу: что такого делают птицы и пчёлки, а блохи, скорее всего, не делают, кроме того, что влюбляются, чем их и прославил Портер в своей песне?;mass_media;do bird;ЛОЖЬ;;;;;
After doing his bird for the past five years, Mark is getting released from jail today.;Проведя последние пять лет в тюрьме, Марк сегодня выходит на свободу.;general;do bird;ИСТИНА;;<VERB> + NOUN;;4;?
That kid was always trouble, so I'm not surprised he's doing his bird these days.;От этого парня всегда были одни неприятности, так что я не удивлен, что сейчас он в тюрьме.;general;do bird;ИСТИНА;;<VERB> + NOUN;;4;?
As a populist, Trump has exploited the justifiable economic discontent that has become so widespread in recent years, as many Americans have become downwardly mobile amid soaring inequality.;Будучи популистом, Трамп эксплуатирует вполне оправданное экономическое недовольство, которое стало таким массовым в последние годы: многие американцы начали спускаться вниз по социальному лифту на фоне резкого роста неравенства.;mass_media;downwardly mobile;ИСТИНА;;ADV + <ADJ>;;4;?
As a populist, Trump has exploited the justifiable economic discontent that has become so widespread in recent years, as many Americans have become downwardly mobile amid soaring inequality.;Будучи популистом, Трамп воспользовался вполне оправданным экономическим недовольством, которое стало таким распространённым в последние годы, поскольку многие американцы стали менее мобильными на фоне резкого роста неравенства.;mass_media;downwardly mobile;ИСТИНА;;ADV + <ADJ>;;4;?
The fee rate for emissions of dust and ash (1 ton) from stationary sources is 10 MCI.;Ставка платы за выбросы пыли и золы (1 тонна) от стационарных источников составляет 5 МРП.;legal_docs;dust and ashes;ЛОЖЬ;;;;;
She was a shopaholic until she realized that material possessions are nothing but dust and ashes.;Она была шопоголиком, пока не осознала, что материальные ценности ? это просто ничто.;general;dust and ashes;ИСТИНА;;<NOUN> + CCONJ + NOUN;;4;?
I'd rather be single than be in a relationship with the wrong person because that is just dust and ashes.;Я лучше буду одна, чем вступлю в отношения не с тем человеком, потому что это того не стоит.;general;dust and ashes;ИСТИНА;;<NOUN> + CCONJ + NOUN;;4;?
Money can't buy happiness, can it? No, it's like dust and ashes that way.;Счастье за деньги не купишь, так? Нет, в этом деле они бесполезны.;general;dust and ashes;ИСТИНА;;<NOUN> + CCONJ + NOUN;;4;?
You eat like a horse!;Ты ешь, как лошадь!;fiction;eat like a horse;ИСТИНА;;<VERB> + ADP + DET + NOUN;;4;?
Although they might verbally express happiness for others? success, inwardly they are eating their hearts out.;Хотя на словах они могут выражать свою радость за успехи других людей, на самом деле изнутри их пожирает чувство зависти.;fiction;eat your heart out;ИСТИНА;;<VERB> + PRON + NOUN + ADP;;4;?
Although they might verbally express happiness for others? success, inwardly they are eating their hearts out.;Хотя на словах они могут выражать свою радость в связи с успехами других людей, на самом деле они с удовольствием съели бы их на ужин.;fiction;eat your heart out;ЛОЖЬ;;;;;
But inside, I am eating my heart out.;Но в глубине души меня что-то грызёт.;fiction;eat your heart out;ИСТИНА;;<VERB> + PRON + NOUN + ADP;;4;?
Our program welcomes all types of people who are looking to make a positive impact in the world?from parents with children at home, to empty nesters, single adults and couples of all orientations.;Наша программа приветствует все типы людей, которые хотят оказать положительное влияние на мир ? от родителей с детьми дома до родителей, чьи дети уже съехали от них, одиноких взрослых и пар любой ориентации.;edu_and_sci;empty nester;ИСТИНА;;ADJ + <NOUN>;;4;?
Enough is as good as a feast.;От добра добра не ищут.;general;enough is as good as a feast;ИСТИНА;от добра добра не ищут;ADV + <AUX> + ADV + ADJ + ADP + DET + NOUN;ADP + NOUN + NOUN + PART + <VERB>;3;ИСТИНА
Every dog has his day.;Сегодня пир горой, а завтра пошёл с сумой.;general;every dog has his day;ИСТИНА;сегодня пир горой, а завтра пошёл с сумой;DET + NOUN + <VERB> + PRON + NOUN;ADV + NOUN + <NOUN> + PUNCT + CCONJ + ADV + VERB + ADP + NOUN;3;ИСТИНА
Every dog has his day.;Разом густо, разом пусто.;general;every dog has his day;ИСТИНА;разом густо, разом пусто;DET + NOUN + <VERB> + PRON + NOUN;NOUN + ADV + PUNCT + NOUN + <ADJ>;3;ИСТИНА
Every dog has his day.;Будет и на нашей улице праздник.;general;every dog has his day;ИСТИНА;будет и на нашей улице праздник;DET + NOUN + <VERB> + PRON + NOUN;VERB + PART + ADP + DET + NOUN + <NOUN>;3;ИСТИНА
Every dog has its day.;Будет праздник и на нашей улице.;general;every dog has his day;ИСТИНА;будет и на нашей улице праздник;DET + NOUN + <VERB> + PRON + NOUN;VERB + PART + ADP + DET + NOUN + <NOUN>;3;ИСТИНА
Every dog has his day.;И на нашей улице будет праздник.;general;every dog has his day;ИСТИНА;будет и на нашей улице праздник;DET + NOUN + <VERB> + PRON + NOUN;VERB + PART + ADP + DET + NOUN + <NOUN>;3;ИСТИНА
Every dog has his day.;Счастье переменчиво.;general;every dog has his day;ИСТИНА;;DET + NOUN + <VERB> + PRON + NOUN;;3;ЛОЖЬ
I know you're shocked that that dopey kid got a better grade than you, but hey, every dog has his day.;Я знаю, ты шокирован тем, что этот недалёкий парень получил оценку лучше, чем ты, но будет и на нашей улице праздник.;general;every dog has his day;ИСТИНА;будет и на нашей улице праздник;DET + NOUN + <VERB> + PRON + NOUN;VERB + PART + ADP + DET + NOUN + <NOUN>;3;ИСТИНА
"And the axons growing every which way from the source area ""sniff out"" that chemical and follow the direction in which its concentration increases, like plant roots growing toward sources of moisture and fertilizer.";И аксоны, растущие в разных направлениях от источника этого вещества, ?вынюхивают? его и следуют тому направлению, в котором увеличивается его концентрация, подобно тому, как корни дерева растут в сторону источников жидкости и удобрений.;fiction;every which way;ИСТИНА;;DET + DET + <NOUN>;;4;?
The infant has been given a set of neural commands that can move the articulators every which way, with wildly varying effects on the sound.;Младенцу же дан набор выполняющихся на нейронном уровне команд, благодаря которым органы артикуляции могут двигаться в любых направлениях, резко меняя издаваемый звук.;fiction;every which way;ИСТИНА;;DET + DET + <NOUN>;;4;?
One can only assume that perhaps in the good old days (whenever that might have been) it was believed that the sacred walls of the embodiment of British democracy, fair play, and freedoms could not be tainted by the presence of any belligerent manifestation.;Можно только предположить, что, возможно, в старые добрые времена (когда бы это ни было) считалось, что священные стены олицетворения британской демократии, честной игры и свобод не могут быть запятнаны присутствием любого воинственного проявления.;mass_media;fair play;ИСТИНА;честная игра;ADJ + <NOUN>;ADJ + <NOUN>;1;ИСТИНА
In order really to break the power of family and community, they needed the help of a fifth column.;Чтобы сломить власть семьи и общины, требовалась помощь пятой колонны.;fiction;fifth column;ИСТИНА;пятая колонна;ADJ + <NOUN>;ADJ + <NOUN>;1;ИСТИНА
Look at that gown! She is certainly in fine feathers tonight.;Посмотрите на это платье! Сегодня она, несомненно, в прекрасном наряде.;general;fine feathers;ИСТИНА;;ADJ + <NOUN>;;3;ЛОЖЬ
A tuxedo with tails and a top hat? My, aren't we in fine feathers this evening.;В смокинге с фалдами и цилиндре? Боже, какие мы сегодня нарядные.;general;fine feathers;ИСТИНА;;ADJ + <NOUN>;;3;ЛОЖЬ
We're just going out to dinner with some family friends. Does Mom really expect us all to be in fine feathers?;Мы просто собираемся поужинать с друзьями семьи. Мама действительно ждёт, что мы все будем при параде?;general;fine feathers;ИСТИНА;при параде;ADJ + <NOUN>;ADP + <NOUN>;3;ИСТИНА
Because that impact was delivered largely via Western sanctions, it fit the guiding hand of Putin?s imperial narrative like a glove.;Так как это негативное влияние было в основном из-за западных санкций, оно идеально вписалось в руководство имперского нарратива Путина.;mass_media;fit like a glove;ИСТИНА;;<VERB> + ADP + DET + NOUN;;4;?
A father and flexes his muscles with his two young sons in a kitchen.;Отец со своими двумя маленькими сыновьями играют мускулами на кухне.;general;flex your muscles;ИСТИНА;;<VERB> + PRON + NOUN;;4;?
The strong, athletic tennis player wearing the backwards hat skillfully returns volley, flexing his sinewy, hardened muscles.;Сильный, атлетичный теннисист в шляпе, надетой задом наперёд, умело отвечает ударом с лёта, напрягая жилистые, закалённые мышцы.;general;flex your muscles;ИСТИНА;;<VERB> + PRON + NOUN;;4;?
A man flexing his muscles in a bathroom mirror.;Мужчина, играющий мышцами перед зеркалом в ванной комнате.;general;flex your muscles;ИСТИНА;;<VERB> + PRON + NOUN;;4;?
Soldiers flexed their muscles and sharpened their swords.;Солдаты принимались упражняться и точить мечи.;fiction;flex your muscles;ИСТИНА;;<VERB> + PRON + NOUN;;4;?
Flex your calf muscles like this;Согните икроножные мышцы вот так.;edu_and_sci;flex your muscles;ЛОЖЬ;;;;;
A couple walks on the beach with a kite flying high in the air.;Пара гуляет по пляжу с воздушным змеем, парящим высоко в воздухе.;general;fly high;ЛОЖЬ;;;;;
a plane flying high in the sky on a cloudy day;самолет, летящий высоко в небе в пасмурный день;general;fly high;ЛОЖЬ;;;;;
The plane is flying high in the blue sky.;Самолет летит высоко в синем небе.;general;fly high;ЛОЖЬ;;;;;
Many small airplanes flying high up in the sky.;Много маленьких самолетов, летящих высоко в небе.;general;fly high;ЛОЖЬ;;;;;
a kite flying high above in the sky;воздушный змей летит высоко в небе;general;fly high;ЛОЖЬ;;;;;
A plane flies high over a forest with mountains in the distance.;Самолет летит высоко над лесом с горами вдали.;general;fly high;ЛОЖЬ;;;;;
A red plane flying high in a clear blue sky.;Красный самолет летит высоко в ясном голубом небе.;general;fly high;ЛОЖЬ;;;;;
An airplane flying high in the blue skies;Самолет летит высоко в голубом небе;general;fly high;ЛОЖЬ;;;;;
This is a large kite flying high in the sky.;Это большой воздушный змей, летящий высоко в небе.;general;fly high;ЛОЖЬ;;;;;
A person on a snow board flying high in the air.;Человек на сноуборде, летящий высоко в воздухе.;general;fly high;ЛОЖЬ;;;;;
The man looks at a kite flying high in the air.;Мужчина смотрит на воздушного змея, летящего высоко в небе.;general;fly high;ЛОЖЬ;;;;;
A bunch of kites flying high in a cloudy sky;Куча воздушных змеев, летящих высоко в облачном небе.;general;fly high;ЛОЖЬ;;;;;
a very pretty kite is flying high in the sky.;очень красивый воздушный змей летит высоко в небе.;general;fly high;ЛОЖЬ;;;;;
A kite is currently being flown high in the air.;Воздушный змей в настоящее время летит высоко в воздухе.;general;fly high;ЛОЖЬ;;;;;
Four airplanes are flying high over telephone wires into cloudy skies.;Четыре самолета летят высоко над телефонными проводами в облачное небо.;general;fly high;ЛОЖЬ;;;;;
there is a kite that is being flown high in the sky;Воздушный змей, который летит высоко в небе;general;fly high;ЛОЖЬ;;;;;
The kites are flying high above the shoreline.;Воздушные змеи летают высоко над береговой линией.;general;fly high;ЛОЖЬ;;;;;
A large airplane flying high up in the sky.;Большой самолет летит высоко в небе.;general;fly high;ЛОЖЬ;;;;;
a plane flying high in the air below a blue sky;самолет, летящий высоко в воздухе под голубым небом;general;fly high;ЛОЖЬ;;;;;
An airplane is flying high while doing tricks.;Самолет летит высоко, выполняя трюки.;general;fly high;ЛОЖЬ;;;;;
A kite is flying high above a house on a beach.;Воздушный змей летит высоко над домом на пляже.;general;fly high;ЛОЖЬ;;;;;
A kite flies high above the sand and buildings.;Воздушный змей летит высоко над песком и зданиями.;general;fly high;ЛОЖЬ;;;;;
An airplane is flying high in the sky;Самолет летит высоко в небе;general;fly high;ЛОЖЬ;;;;;
A silver jet is flying high in the sky above the clouds.;Серебряный самолет летит высоко в небе над облаками.;general;fly high;ЛОЖЬ;;;;;
Let the flag of our Kazakhstan fly high.;Пусть высоко реет флаг нашего Казахстана.;mass_media;fly high;ЛОЖЬ;;;;;
Two kites, one with a smily face fly high in the sunny sky.;Два воздушных змея, один с улыбающимся лицом, парят высоко в солнечном небе.;general;fly high;ЛОЖЬ;;;;;
a star shaped kite flying high in the sky.;воздушный змей в форме звезды, летящий высоко в небе.;general;fly high;ЛОЖЬ;;;;;
A bird is flying high around a tower with a large clock on top.;Птица летит высоко над башней с большими часами наверху.;general;fly high;ЛОЖЬ;;;;;
Molly's been flying high ever since she passed her driver's test.;Молли так и сияет с тех пор, как сдала экзамен на водителя.;general;fly high;ИСТИНА;;<VERB> + ADV;;2;ЛОЖЬ
Mary has been flying high ever since she got her promotion at work. I don't think I've ever seen her happier!;Мэри прямо светится от счастья с тех пор, как получила повышение на работе. Не думаю, что когда-либо видела ее такой счастливой!;general;fly high;ИСТИНА;;<VERB> + ADV;;2;ЛОЖЬ
Look at all the money we raised ? our charity has really been flying high.;Посмотри на все собранные нами деньги ? наша благотворительность действительно процветает.;general;fly high;ИСТИНА;;<VERB> + ADV;;2;ЛОЖЬ
The country was flying high for several years, but the recession brought everything crashing back down to the ground.;За последние несколько лет страна высоко поднялась, но рецессия вернула её обратно на землю.;general;fly high;ИСТИНА;;<VERB> + ADV;;2;ЛОЖЬ
After all the stress and worry, I was flying high when I found out that my application had been successful.;После всех стрессов и волнений я был на седьмом небе от счастья, когда узнал, что моя заявка была принята.;general;fly high;ИСТИНА;на седьмом небе;<VERB> + ADV;ADP + ADJ + <NOUN>;2;Partial
The government is flying high just now, but wait until the budget is announced.;Правительство сейчас на высоте, но посмотрим на них, когда будет объявлен бюджет.;general;fly high;ИСТИНА;на высоте;<VERB> + ADV;ADP + <NOUN>;2;ИСТИНА
He's flying high these days, but he comes from a very poor family.;Он высоко поднялся, но вообще он из очень бедной семьи.;general;fly high;ИСТИНА;;<VERB> + ADV;;2;ЛОЖЬ
Wow! Todd is really flying high. Did he discover a gold mine?;Ух ты! Тодд выглядит таким счастливым. Он что, обнаружил золотую жилу?;general;fly high;ИСТИНА;;<VERB> + ADV;;2;ЛОЖЬ
They were flying high after their first child was born.;Они светились от счастья после рождения первенца.;general;fly high;ИСТИНА;;<VERB> + ADV;;2;ЛОЖЬ
We were both pretty much flying off the handle, actually.;На самом деле, мы оба довольно много выходили из себя.;edu_and_sci;fly off the handle;ИСТИНА;выходить из себя;<VERB> + ADP + DET + NOUN;<VERB> + ADP + PRON;3;ИСТИНА
